DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,TARGET
4/3/2021 11:00:00,1.3,238,17.8,73,1016,13247.0
4/3/2021 11:15:00,1.3,238,18.0,73,1016,11597.0
4/3/2021 11:30:00,1.3,238,18.3,72,1016,7824.0
4/3/2021 11:45:00,1.4,234,18.6,71,1015,7800.0
4/3/2021 12:00:00,1.4,234,18.9,70,1015,6103.0
4/3/2021 12:15:00,1.4,231,19.2,69,1015,8079.0
4/3/2021 12:30:00,1.7,225,19.5,68,1015,9605.0
4/3/2021 12:45:00,1.9,223,19.8,67,1014,5257.0
4/3/2021 13:00:00,2.2,219,20.1,66,1014,5721.0
4/3/2021 13:15:00,2.2,216,20.1,65,1014,4953.0
4/3/2021 13:30:00,2.1,209,20.0,66,1014,4633.0
4/3/2021 13:45:00,1.9,201,19.9,67,1013,4336.0
4/3/2021 14:00:00,1.8,193,19.8,68,1013,5462.0
4/3/2021 14:15:00,1.8,186,19.9,67,1013,8720.0
4/3/2021 14:30:00,1.8,180,20.3,66,1013,8175.0
4/3/2021 14:45:00,1.7,173,20.6,65,1013,8486.0
4/3/2021 15:00:00,1.8,164,21.0,64,1013,4740.0
4/3/2021 15:15:00,2.1,157,21.0,64,1013,3233.0
4/3/2021 15:30:00,2.7,152,20.6,65,1013,3042.0
4/3/2021 15:45:00,3.4,150,20.1,66,1013,3626.0
4/3/2021 16:00:00,4.0,147,19.7,67,1013,2883.0
4/3/2021 16:15:00,4.2,145,19.3,69,1013,2416.0
4/3/2021 16:30:00,3.8,143,18.9,71,1013,1703.0
4/3/2021 16:45:00,3.3,139,18.4,73,1013,2236.0
4/3/2021 17:00:00,3.0,135,18.0,75,1013,2244.0
4/3/2021 17:15:00,2.8,131,17.6,77,1013,873.0
4/3/2021 17:30:00,2.7,124,17.3,79,1013,1292.0
4/3/2021 17:45:00,2.6,118,16.9,82,1014,370.0
4/3/2021 18:00:00,2.6,111,16.6,84,1014,60.0
4/3/2021 18:15:00,2.4,107,16.3,86,1014,252.0
4/3/2021 18:30:00,2.2,106,16.1,87,1014,191.0
4/3/2021 18:45:00,2.1,104,15.9,89,1014,-358.0
4/3/2021 19:00:00,1.8,103,15.7,90,1014,1972.0
4/3/2021 19:15:00,1.7,103,15.6,91,1014,3919.0
4/3/2021 19:30:00,1.7,100,15.5,92,1014,11094.0
4/3/2021 19:45:00,1.7,100,15.5,93,1015,5032.0
4/3/2021 20:00:00,1.7,97,15.4,94,1015,1256.0
4/3/2021 20:15:00,1.7,93,15.4,94,1015,513.0
4/3/2021 20:30:00,1.6,90,15.3,95,1015,-213.0
4/3/2021 20:45:00,1.6,83,15.3,96,1016,-127.0
4/3/2021 21:00:00,1.6,75,15.2,97,1016,-167.0
4/3/2021 21:15:00,1.6,68,15.2,97,1016,1197.0
4/3/2021 21:30:00,1.7,62,15.1,97,1016,1685.0
4/3/2021 21:45:00,1.9,55,15.1,97,1016,3442.0
4/3/2021 22:00:00,2.1,51,15.0,97,1016,8762.0
4/3/2021 22:15:00,2.3,49,15.0,97,1016,2821.0
4/3/2021 22:30:00,2.5,45,14.9,97,1016,5551.0
4/3/2021 22:45:00,2.9,44,14.8,97,1016,14601.0
4/3/2021 23:00:00,3.2,41,14.7,97,1016,13437.0
4/3/2021 23:15:00,3.3,43,14.7,97,1016,14392.0
4/3/2021 23:30:00,3.1,42,14.6,97,1016,8753.0
4/3/2021 23:45:00,3.0,44,14.6,97,1016,5828.0
5/3/2021 00:00:00,5.1,35,14.3,97,1016,10917.0
5/3/2021 00:15:00,5.2,34,14.3,97,1016,15179.0
5/3/2021 00:30:00,5.2,32,14.3,97,1016,13771.0
5/3/2021 00:45:00,5.2,32,14.2,96,1016,14180.0
5/3/2021 01:00:00,5.2,30,14.2,96,1016,17417.0
5/3/2021 01:15:00,5.2,30,14.2,96,1016,25730.0
5/3/2021 01:30:00,5.1,29,14.2,96,1016,21857.0
5/3/2021 01:45:00,5.2,29,14.1,96,1015,23375.0
5/3/2021 02:00:00,5.2,28,14.1,96,1015,29931.0
5/3/2021 02:15:00,5.3,28,14.1,96,1015,34206.0
5/3/2021 02:30:00,5.3,22,13.5,90,1016,28138.0
5/3/2021 02:45:00,5.3,23,13.6,89,1015,31966.0
5/3/2021 03:00:00,5.4,24,13.6,88,1015,32498.0
5/3/2021 03:15:00,5.5,25,13.6,88,1015,27354.0
5/3/2021 03:30:00,5.6,25,13.7,87,1015,31810.0
5/3/2021 03:45:00,5.9,26,13.8,86,1015,35774.0
5/3/2021 04:00:00,5.9,30,13.8,96,1015,41986.0
5/3/2021 04:15:00,6.0,30,13.8,96,1015,45680.0
5/3/2021 04:30:00,6.1,30,13.8,96,1015,43634.0
5/3/2021 04:45:00,6.2,29,13.7,95,1015,35755.0
5/3/2021 05:00:00,6.3,29,13.7,95,1015,37144.0
5/3/2021 05:15:00,6.4,29,13.7,95,1015,34074.0
5/3/2021 05:30:00,6.5,29,13.8,83,1015,19062.0
5/3/2021 05:45:00,6.4,29,13.8,83,1015,32182.0
5/3/2021 06:00:00,6.4,28,13.7,83,1015,31889.0
5/3/2021 06:15:00,6.3,27,13.7,83,1015,49893.0
5/3/2021 06:30:00,6.4,27,13.8,84,1015,38428.0
5/3/2021 06:45:00,6.4,26,13.8,84,1016,22285.0
5/3/2021 07:00:00,6.4,26,13.9,85,1016,18863.0
5/3/2021 07:15:00,6.4,26,14.0,85,1016,25242.0
5/3/2021 07:30:00,6.5,25,14.2,85,1016,29338.0
5/3/2021 07:45:00,6.5,25,14.4,85,1017,29313.0
5/3/2021 08:00:00,6.4,28,14.8,90,1016,30798.0
5/3/2021 08:15:00,6.4,28,15.2,89,1016,33705.0
5/3/2021 08:30:00,6.4,29,15.5,88,1016,33407.0
5/3/2021 08:45:00,6.4,31,15.8,87,1016,32002.0
5/3/2021 09:00:00,6.4,30,15.7,84,1017,32619.0
5/3/2021 09:15:00,6.4,31,15.9,84,1017,42796.0
5/3/2021 09:30:00,6.3,34,16.4,84,1016,36643.0
5/3/2021 09:45:00,6.2,35,16.6,83,1017,33504.0
5/3/2021 10:00:00,6.2,36,16.7,82,1017,35461.0
5/3/2021 10:15:00,6.0,37,16.9,80,1017,25353.0
5/3/2021 10:30:00,6.0,38,17.2,79,1017,27912.0
5/3/2021 10:45:00,6.0,40,17.5,78,1016,25499.0
5/3/2021 11:00:00,6.0,41,17.8,77,1016,23353.0
5/3/2021 11:15:00,5.8,42,18.0,76,1016,29755.0
5/3/2021 11:30:00,5.7,43,18.1,76,1016,22319.0
5/3/2021 11:45:00,5.5,44,18.2,75,1015,25130.0
5/3/2021 12:00:00,5.4,44,18.3,75,1015,25193.0
5/3/2021 12:15:00,5.3,46,18.4,75,1015,25803.0
5/3/2021 12:30:00,5.2,46,18.5,74,1015,24110.0
5/3/2021 12:45:00,5.0,46,18.6,74,1014,21849.0
5/3/2021 13:00:00,4.9,46,18.7,73,1014,24426.0
5/3/2021 13:15:00,4.7,46,18.6,73,1014,20349.0
5/3/2021 13:30:00,4.8,47,18.5,74,1014,21403.0
5/3/2021 13:45:00,4.9,46,18.4,74,1013,16151.0
5/3/2021 14:00:00,5.0,47,18.3,75,1013,16059.0
5/3/2021 14:15:00,5.0,47,18.2,75,1013,15816.0
5/3/2021 14:30:00,5.0,47,18.3,75,1013,12118.0
5/3/2021 14:45:00,5.0,48,18.3,74,1013,7181.0
5/3/2021 15:00:00,5.0,49,18.4,74,1013,12571.0
5/3/2021 15:15:00,5.0,49,18.4,74,1013,8518.0
5/3/2021 15:30:00,5.0,49,18.4,74,1013,5628.0
5/3/2021 15:45:00,5.1,48,18.3,74,1013,7027.0
5/3/2021 16:00:00,5.1,48,18.3,74,1013,4575.0
5/3/2021 16:15:00,5.1,48,18.2,74,1013,10329.0
5/3/2021 16:30:00,5.2,47,18.0,74,1013,9423.0
5/3/2021 16:45:00,5.2,48,17.9,75,1013,19569.0
5/3/2021 17:00:00,5.3,47,17.7,75,1013,15489.0
5/3/2021 17:15:00,5.4,47,17.4,76,1013,21083.0
5/3/2021 17:30:00,5.4,45,17.1,77,1013,28853.0
5/3/2021 17:45:00,5.4,43,16.8,79,1013,30946.0
5/3/2021 18:00:00,5.4,39,15.5,80,1014,15925.0
5/3/2021 18:15:00,5.4,40,16.2,82,1013,18865.0
5/3/2021 18:30:00,5.5,40,16.0,83,1013,18153.0
5/3/2021 18:45:00,5.7,39,15.9,84,1013,12074.0
5/3/2021 19:00:00,5.8,39,15.7,85,1013,12215.0
5/3/2021 19:15:00,5.9,37,15.6,85,1013,14587.0
5/3/2021 19:30:00,5.9,34,15.5,86,1013,11092.0
5/3/2021 19:45:00,5.9,32,15.4,86,1013,7631.0
5/3/2021 20:00:00,6.0,29,15.3,87,1013,6658.0
5/3/2021 20:15:00,6.0,28,14.4,83,1014,3553.0
5/3/2021 20:30:00,6.0,29,15.2,87,1013,2254.0
5/3/2021 20:45:00,6.0,30,15.1,88,1013,1670.0
5/3/2021 21:00:00,6.0,31,15.1,88,1013,3876.0
5/3/2021 21:15:00,5.9,30,15.1,88,1013,4567.0
5/3/2021 21:30:00,5.7,29,15.1,88,1013,4648.0
5/3/2021 21:45:00,5.6,22,14.3,84,1015,13062.0
5/3/2021 22:00:00,5.4,20,14.3,85,1015,10875.0
5/3/2021 22:15:00,5.3,20,14.3,85,1015,9163.0
5/3/2021 22:30:00,5.3,21,14.3,85,1015,11060.0
5/3/2021 22:45:00,5.3,22,15.2,89,1013,9800.0
5/3/2021 23:00:00,5.3,21,15.2,89,1013,9745.0
5/3/2021 23:15:00,5.1,22,15.2,89,1013,17514.0
5/3/2021 23:30:00,4.6,24,15.2,89,1013,17936.0
5/3/2021 23:45:00,4.2,28,15.3,89,1013,9934.0
6/3/2021 00:00:00,5.5,15,14.2,86,1015,2917.0
6/3/2021 00:15:00,5.4,15,14.2,87,1015,4323.0
6/3/2021 00:30:00,5.3,16,14.1,88,1015,6508.0
6/3/2021 00:45:00,5.2,18,14.0,89,1014,7399.0
6/3/2021 01:00:00,5.1,20,13.9,90,1014,7754.0
6/3/2021 01:15:00,5.1,21,13.9,91,1014,11451.0
6/3/2021 01:30:00,5.4,20,13.8,92,1014,6409.0
6/3/2021 01:45:00,5.7,21,13.7,93,1014,6620.0
6/3/2021 02:00:00,6.0,21,13.6,94,1014,2789.0
6/3/2021 02:15:00,6.0,21,13.6,94,1014,1605.0
6/3/2021 02:30:00,5.8,22,13.6,94,1014,2544.0
6/3/2021 02:45:00,5.6,24,13.6,95,1013,1490.0
6/3/2021 03:00:00,5.4,25,13.6,95,1013,3654.0
6/3/2021 03:15:00,5.3,26,13.6,95,1013,2771.0
6/3/2021 03:30:00,5.4,24,13.6,95,1013,192.0
6/3/2021 03:45:00,5.3,23,13.7,94,1013,597.0
6/3/2021 04:00:00,5.4,22,13.7,94,1013,1091.0
6/3/2021 04:15:00,5.4,22,13.7,94,1013,-334.0
6/3/2021 04:30:00,5.4,23,13.6,95,1013,-382.0
6/3/2021 04:45:00,5.3,23,13.6,95,1013,17935.0
6/3/2021 05:00:00,5.4,24,13.5,96,1013,2049.0
6/3/2021 05:15:00,5.4,24,13.5,96,1013,616.0
6/3/2021 05:30:00,5.4,24,13.6,96,1013,-310.0
6/3/2021 05:45:00,5.4,24,13.6,95,1013,-424.0
6/3/2021 06:00:00,5.4,24,13.7,95,1013,-315.0
6/3/2021 06:15:00,5.3,23,13.7,95,1013,-46.0
6/3/2021 06:30:00,5.2,20,13.7,95,1013,11920.0
6/3/2021 06:45:00,5.0,17,13.8,96,1014,28066.0
6/3/2021 07:00:00,4.9,14,13.8,96,1014,23948.0
6/3/2021 07:15:00,4.9,14,13.8,96,1014,8503.0
6/3/2021 07:30:00,5.1,20,13.9,96,1014,1258.0
6/3/2021 07:45:00,5.2,25,14.0,95,1015,1304.0
6/3/2021 08:00:00,5.4,30,14.1,95,1015,-443.0
6/3/2021 08:15:00,5.4,31,14.2,95,1015,-139.0
6/3/2021 08:30:00,5.2,31,14.4,94,1015,5533.0
6/3/2021 08:45:00,5.0,31,14.7,93,1015,5095.0
6/3/2021 09:00:00,4.9,31,14.9,92,1015,3582.0
6/3/2021 09:15:00,4.8,27,15.0,91,1015,4439.0
6/3/2021 09:30:00,4.9,21,15.1,92,1015,1003.0
6/3/2021 09:45:00,5.2,17,15.1,93,1015,1214.0
6/3/2021 10:00:00,5.4,12,15.2,94,1015,7230.0
6/3/2021 10:15:00,5.3,12,15.3,94,1015,-195.0
6/3/2021 10:30:00,4.7,17,15.5,93,1015,338.0
6/3/2021 10:45:00,4.3,24,15.8,92,1015,-421.0
6/3/2021 11:00:00,3.8,32,16.0,91,1015,-155.0
6/3/2021 11:15:00,3.8,40,16.3,90,1015,-50.0
6/3/2021 11:30:00,3.9,44,16.7,89,1015,1762.0
6/3/2021 11:45:00,4.0,48,17.2,88,1015,4582.0
6/3/2021 12:00:00,4.2,52,17.6,87,1015,7502.0
6/3/2021 12:15:00,4.3,52,17.8,86,1015,7297.0
6/3/2021 12:30:00,4.5,49,17.9,86,1015,3357.0
6/3/2021 12:45:00,4.7,45,18.0,86,1014,2186.0
6/3/2021 13:00:00,4.9,43,18.1,86,1014,1231.0
6/3/2021 13:15:00,5.0,43,18.1,86,1014,10872.0
6/3/2021 13:30:00,5.0,44,18.0,86,1014,9413.0
6/3/2021 13:45:00,5.1,45,17.9,87,1013,15818.0
6/3/2021 14:00:00,5.1,47,17.8,87,1013,32387.0
6/3/2021 14:15:00,5.3,47,17.6,87,1013,32342.0
6/3/2021 14:30:00,5.6,47,17.5,88,1013,33688.0
6/3/2021 14:45:00,5.9,47,17.3,88,1013,22982.0
6/3/2021 15:00:00,6.2,47,17.2,89,1013,28348.0
6/3/2021 15:15:00,6.4,47,17.0,89,1013,38445.0
6/3/2021 15:30:00,6.7,47,16.9,89,1013,39845.0
6/3/2021 15:45:00,7.0,46,16.7,88,1013,35433.0
6/3/2021 16:00:00,7.3,46,16.6,88,1013,32266.0
6/3/2021 16:15:00,7.6,44,16.4,88,1013,45054.0
6/3/2021 16:30:00,7.9,43,16.1,89,1013,47368.0
6/3/2021 16:45:00,8.1,42,15.8,89,1013,54075.0
6/3/2021 17:00:00,8.4,41,15.5,90,1013,36834.0
6/3/2021 17:15:00,8.5,40,15.3,90,1013,38069.0
6/3/2021 17:30:00,8.7,39,15.1,90,1013,30045.0
6/3/2021 17:45:00,8.8,38,14.8,91,1014,34727.0
6/3/2021 18:00:00,9.1,36,14.6,91,1014,31979.0
6/3/2021 18:15:00,9.2,36,14.5,91,1014,42798.0
6/3/2021 18:30:00,9.3,35,14.4,91,1014,42784.0
6/3/2021 18:45:00,9.3,34,14.3,91,1014,43313.0
6/3/2021 19:00:00,9.3,33,14.2,91,1014,49681.0
6/3/2021 19:15:00,9.5,33,14.0,91,1014,54052.0
6/3/2021 19:30:00,9.7,33,13.9,92,1014,53901.0
6/3/2021 19:45:00,10.0,34,13.8,93,1014,47228.0
6/3/2021 20:00:00,10.2,35,13.7,94,1014,49164.0
6/3/2021 20:15:00,10.3,34,13.6,94,1014,50148.0
6/3/2021 20:30:00,10.1,34,13.5,94,1014,51671.0
6/3/2021 20:45:00,9.9,33,13.4,95,1015,52310.0
6/3/2021 21:00:00,9.7,32,13.3,95,1015,56529.0
6/3/2021 21:15:00,9.6,32,13.3,95,1015,55526.0
6/3/2021 21:30:00,9.5,32,13.3,95,1015,53096.0
6/3/2021 21:45:00,9.6,31,13.2,95,1016,53056.0
6/3/2021 22:00:00,9.5,30,13.2,95,1016,55799.0
6/3/2021 22:15:00,9.5,29,13.2,95,1016,54513.0
6/3/2021 22:30:00,9.5,28,13.2,95,1016,57220.0
6/3/2021 22:45:00,9.6,27,13.1,96,1016,60119.0
6/3/2021 23:00:00,9.6,25,13.1,96,1016,60096.0
6/3/2021 23:15:00,9.5,24,13.1,96,1016,57858.0
6/3/2021 23:30:00,9.3,24,13.1,95,1016,55377.0
6/3/2021 23:45:00,9.1,23,13.1,95,1016,57421.0
7/3/2021 00:00:00,7.7,23,13.1,95,1016,55702.0
7/3/2021 00:15:00,7.7,24,13.1,95,1016,49865.0
7/3/2021 00:30:00,8.0,27,13.0,95,1016,52239.0
7/3/2021 00:45:00,8.5,29,13.0,95,1016,48124.0
7/3/2021 01:00:00,8.8,32,12.9,95,1016,51830.0
7/3/2021 01:15:00,8.9,32,12.9,95,1016,51651.0
7/3/2021 01:30:00,8.9,30,12.9,94,1016,54482.0
7/3/2021 01:45:00,8.8,29,12.8,93,1015,53841.0
7/3/2021 02:00:00,8.8,27,12.8,92,1015,51942.0
7/3/2021 02:15:00,8.6,26,12.8,92,1015,58542.0
7/3/2021 02:30:00,8.3,25,12.9,91,1015,53948.0
7/3/2021 02:45:00,7.9,24,12.9,91,1015,51654.0
7/3/2021 03:00:00,7.6,23,13.0,90,1015,57482.0
7/3/2021 03:15:00,7.4,22,13.0,90,1015,53992.0
7/3/2021 03:30:00,7.4,23,13.0,90,1015,52011.0
7/3/2021 03:45:00,7.3,24,13.0,89,1015,54343.0
7/3/2021 04:00:00,7.3,25,13.0,89,1015,50653.0
7/3/2021 04:15:00,7.3,26,13.0,89,1015,42139.0
7/3/2021 04:30:00,7.6,28,12.9,89,1015,47776.0
7/3/2021 04:45:00,7.8,28,12.8,88,1016,50560.0
7/3/2021 05:00:00,8.1,30,12.7,88,1016,48230.0
7/3/2021 05:15:00,8.2,30,12.7,88,1016,45607.0
7/3/2021 05:30:00,8.2,30,12.7,87,1016,46260.0
7/3/2021 05:45:00,8.1,29,12.8,87,1016,39923.0
7/3/2021 06:00:00,8.1,29,12.8,86,1016,26424.0
7/3/2021 06:15:00,8.1,29,12.8,86,1016,26512.0
7/3/2021 06:30:00,8.1,30,12.9,86,1016,47149.0
7/3/2021 06:45:00,8.0,31,12.9,85,1017,54145.0
7/3/2021 07:00:00,7.9,31,13.0,85,1017,46333.0
7/3/2021 07:15:00,7.8,32,13.1,85,1017,39343.0
7/3/2021 07:30:00,7.5,32,13.3,84,1017,44993.0
7/3/2021 07:45:00,7.3,32,13.5,83,1017,41297.0
7/3/2021 08:00:00,7.1,32,13.7,82,1017,47525.0
7/3/2021 08:15:00,7.0,32,13.9,81,1017,47765.0
7/3/2021 08:30:00,7.1,31,14.0,80,1017,39564.0
7/3/2021 08:45:00,7.3,30,14.1,79,1018,29773.0
7/3/2021 09:00:00,7.3,29,14.2,78,1018,18743.0
7/3/2021 09:15:00,7.4,28,14.4,77,1018,13354.0
7/3/2021 09:30:00,7.2,28,14.5,76,1018,22900.0
7/3/2021 09:45:00,7.2,28,14.6,76,1018,25446.0
7/3/2021 10:00:00,7.0,28,14.7,75,1018,19480.0
7/3/2021 10:15:00,7.0,28,14.8,75,1018,28947.0
7/3/2021 10:30:00,7.0,29,14.9,75,1018,29666.0
7/3/2021 10:45:00,6.9,30,15.0,74,1018,34093.0
7/3/2021 11:00:00,6.9,31,15.1,74,1018,35731.0
7/3/2021 11:15:00,6.8,32,15.2,74,1018,35494.0
7/3/2021 11:30:00,6.8,33,15.5,73,1018,27876.0
7/3/2021 11:45:00,6.8,34,15.8,73,1017,22618.0
7/3/2021 12:00:00,6.7,35,16.1,72,1017,20287.0
7/3/2021 12:15:00,6.8,37,16.4,71,1017,17388.0
7/3/2021 12:30:00,7.0,38,16.8,70,1017,20047.0
7/3/2021 12:45:00,7.2,39,17.3,69,1016,21620.0
7/3/2021 13:00:00,7.5,40,17.7,68,1016,17745.0
7/3/2021 13:15:00,7.5,41,17.9,67,1016,25817.0
7/3/2021 13:30:00,7.6,40,18.0,67,1016,22592.0
7/3/2021 13:45:00,7.6,39,18.0,66,1016,21811.0
7/3/2021 14:00:00,7.7,39,18.1,66,1016,24881.0
7/3/2021 14:15:00,7.7,39,18.0,66,1016,21741.0
7/3/2021 14:30:00,7.8,40,17.8,67,1016,24811.0
7/3/2021 14:45:00,7.9,40,17.5,67,1016,26141.0
7/3/2021 15:00:00,7.9,41,17.3,68,1016,21336.0
7/3/2021 15:15:00,8.0,41,17.1,68,1016,23426.0
7/3/2021 15:30:00,7.9,41,16.9,69,1016,24760.0
7/3/2021 15:45:00,7.9,41,16.7,69,1016,24279.0
7/3/2021 16:00:00,7.7,41,16.5,70,1016,22050.0
7/3/2021 16:15:00,7.7,41,16.3,70,1016,18389.0
7/3/2021 16:30:00,7.7,41,16.1,71,1016,23451.0
7/3/2021 16:45:00,7.7,41,15.9,72,1016,29105.0
7/3/2021 17:00:00,7.7,41,15.7,73,1016,27825.0
7/3/2021 17:15:00,7.8,41,15.5,73,1016,33155.0
7/3/2021 17:30:00,7.9,40,15.2,74,1016,48866.0
7/3/2021 17:45:00,7.9,39,14.9,75,1017,54246.0
7/3/2021 18:00:00,8.0,39,14.6,76,1017,54212.0
7/3/2021 18:15:00,8.1,38,14.4,76,1017,58529.0
7/3/2021 18:30:00,8.1,37,14.3,77,1017,54160.0
7/3/2021 18:45:00,8.2,37,14.1,77,1017,46640.0
7/3/2021 19:00:00,8.2,36,14.0,78,1017,40684.0
7/3/2021 19:15:00,8.3,35,13.9,78,1017,44837.0
7/3/2021 19:30:00,8.3,35,13.8,79,1017,54076.0
7/3/2021 19:45:00,8.5,35,13.7,79,1018,57656.0
7/3/2021 20:00:00,8.5,35,13.6,80,1018,58475.0
7/3/2021 20:15:00,8.5,35,13.6,80,1018,57466.0
7/3/2021 20:30:00,8.5,35,13.6,80,1018,53289.0
7/3/2021 20:45:00,8.5,36,13.5,80,1019,53103.0
7/3/2021 21:00:00,8.5,36,13.5,80,1019,53873.0
7/3/2021 21:15:00,8.5,36,13.5,80,1019,54857.0
7/3/2021 21:30:00,8.5,36,13.4,80,1019,51291.0
7/3/2021 21:45:00,8.4,36,13.3,80,1019,49321.0
7/3/2021 22:00:00,8.4,36,13.2,80,1019,52441.0
7/3/2021 22:15:00,8.4,36,13.2,80,1019,53471.0
7/3/2021 22:30:00,8.3,35,13.1,80,1019,52384.0
7/3/2021 22:45:00,8.3,35,13.1,81,1019,50822.0
7/3/2021 23:00:00,8.2,34,13.0,81,1019,49998.0
7/3/2021 23:15:00,8.2,34,13.0,81,1019,46205.0
7/3/2021 23:30:00,8.2,33,12.9,81,1019,48362.0
7/3/2021 23:45:00,8.1,33,12.9,81,1019,52339.0
8/3/2021 00:00:00,7.9,30,12.5,80,1019,50518.0
8/3/2021 00:15:00,7.9,30,12.5,80,1019,53773.0
8/3/2021 00:30:00,7.8,30,12.4,80,1019,50742.0
8/3/2021 00:45:00,7.7,30,12.3,81,1019,52995.0
8/3/2021 01:00:00,7.7,29,12.2,81,1019,51413.0
8/3/2021 01:15:00,7.7,29,12.2,81,1019,51276.0
8/3/2021 01:30:00,7.7,28,12.1,81,1019,52142.0
8/3/2021 01:45:00,7.7,28,12.0,80,1018,48398.0
8/3/2021 02:00:00,7.7,27,11.9,80,1018,46718.0
8/3/2021 02:15:00,7.7,27,11.9,80,1018,49675.0
8/3/2021 02:30:00,7.7,27,11.8,80,1018,56263.0
8/3/2021 02:45:00,7.6,27,11.7,80,1018,51373.0
8/3/2021 03:00:00,7.6,27,11.6,80,1018,48314.0
8/3/2021 03:15:00,7.6,27,11.6,80,1018,47130.0
8/3/2021 03:30:00,7.6,27,11.5,80,1018,46499.0
8/3/2021 03:45:00,7.6,28,11.5,80,1018,46318.0
8/3/2021 04:00:00,7.6,28,11.4,80,1018,46944.0
8/3/2021 04:15:00,7.6,28,11.4,80,1018,48784.0
8/3/2021 04:30:00,7.6,28,11.4,80,1018,47471.0
8/3/2021 04:45:00,7.6,27,11.3,79,1018,47685.0
8/3/2021 05:00:00,7.6,27,11.3,79,1018,46799.0
8/3/2021 05:15:00,7.6,27,11.3,79,1018,43930.0
8/3/2021 05:30:00,7.6,27,11.3,79,1018,42807.0
8/3/2021 05:45:00,7.8,28,11.2,78,1018,45414.0
8/3/2021 06:00:00,7.8,28,11.2,78,1018,44673.0
8/3/2021 06:15:00,7.8,28,11.3,78,1018,45057.0
8/3/2021 06:30:00,7.8,28,11.4,77,1018,41675.0
8/3/2021 06:45:00,7.7,28,11.5,77,1019,43894.0
8/3/2021 07:00:00,7.7,28,11.6,76,1019,45428.0
8/3/2021 07:15:00,7.7,28,11.9,75,1019,46808.0
8/3/2021 07:30:00,7.6,28,12.3,74,1019,47465.0
8/3/2021 07:45:00,7.6,29,12.7,73,1019,43844.0
8/3/2021 08:00:00,7.5,30,13.1,72,1019,40969.0
8/3/2021 08:15:00,7.5,30,13.5,71,1019,42573.0
8/3/2021 08:30:00,7.5,32,13.9,70,1019,42667.0
8/3/2021 08:45:00,7.6,34,14.2,69,1020,41781.0
8/3/2021 09:00:00,7.6,35,14.6,68,1020,42952.0
8/3/2021 09:15:00,7.7,37,15.0,66,1020,43641.0
8/3/2021 09:30:00,7.8,38,15.4,65,1020,43183.0
8/3/2021 09:45:00,7.9,39,15.8,64,1019,44415.0
8/3/2021 10:00:00,8.0,40,16.2,63,1019,42678.0
8/3/2021 10:15:00,8.1,42,16.5,62,1019,39819.0
8/3/2021 10:30:00,8.1,43,16.8,62,1019,31715.0
8/3/2021 10:45:00,8.1,44,17.0,61,1019,29804.0
8/3/2021 11:00:00,8.1,45,17.3,61,1019,39257.0
8/3/2021 11:15:00,8.1,46,17.5,61,1019,45131.0
8/3/2021 11:30:00,8.1,47,17.6,61,1019,41988.0
8/3/2021 11:45:00,8.0,48,17.7,60,1018,41912.0
8/3/2021 12:00:00,8.0,49,17.8,60,1018,42542.0
8/3/2021 12:15:00,8.0,49,17.8,60,1018,44084.0
8/3/2021 12:30:00,8.0,48,17.8,60,1018,35103.0
8/3/2021 12:45:00,8.0,47,17.9,60,1018,30621.0
8/3/2021 13:00:00,8.0,46,17.9,60,1018,32649.0
8/3/2021 13:15:00,8.0,46,17.9,60,1018,30468.0
8/3/2021 13:30:00,8.0,44,17.9,60,1018,37302.0
8/3/2021 13:45:00,8.0,44,17.9,60,1017,38284.0
8/3/2021 14:00:00,8.0,43,17.9,60,1017,40325.0
8/3/2021 14:15:00,8.0,43,17.9,60,1017,38819.0
8/3/2021 14:30:00,8.1,44,17.8,60,1017,39183.0
8/3/2021 14:45:00,8.1,44,17.7,61,1017,42207.0
8/3/2021 15:00:00,8.1,45,17.6,61,1017,44684.0
8/3/2021 15:15:00,8.2,45,17.4,61,1017,42776.0
8/3/2021 15:30:00,8.2,46,17.2,62,1017,39717.0
8/3/2021 15:45:00,8.3,46,17.0,63,1016,33109.0
8/3/2021 16:00:00,8.3,47,16.8,64,1016,27088.0
8/3/2021 16:15:00,8.3,47,16.5,65,1016,23412.0
8/3/2021 16:30:00,8.3,47,16.2,66,1016,27150.0
8/3/2021 16:45:00,8.4,46,15.9,67,1016,31257.0
8/3/2021 17:00:00,8.5,46,15.6,68,1016,32936.0
8/3/2021 17:15:00,8.4,45,15.2,70,1016,35459.0
8/3/2021 17:30:00,8.3,42,14.9,71,1016,36877.0
8/3/2021 17:45:00,8.1,39,14.6,72,1017,35026.0
8/3/2021 18:00:00,8.0,36,14.3,73,1017,36234.0
8/3/2021 18:15:00,8.0,34,14.0,74,1017,37304.0
8/3/2021 18:30:00,8.1,34,13.8,75,1017,34826.0
8/3/2021 18:45:00,8.2,34,13.6,76,1017,34142.0
8/3/2021 19:00:00,8.3,34,13.4,77,1017,32109.0
8/3/2021 19:15:00,8.2,33,13.2,77,1017,35731.0
8/3/2021 19:30:00,8.0,33,13.1,78,1017,33473.0
8/3/2021 19:45:00,7.8,32,13.0,79,1018,36666.0
8/3/2021 20:00:00,7.7,32,12.9,80,1018,47150.0
8/3/2021 20:15:00,7.5,31,12.8,80,1018,46521.0
